t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1.0,9.044119811232148,45.220599056160744,9.044119811232148,0.1889418989134236,0.2157944284141612,0.9680184935819156,0.5604969644622476,0.5667664752882691,0.8521551355956741,0.15501887099562262,0.6686915205053513,0.25109788623983387,0.9973404651875345,0.7907833518534856,0.9807978173390769,0.08126225459850267,0.1063843560576796,0.9935414579974474,6.5691964239217455,7.721257163462807,7.3331272462744925,0.0,0.0,0.0,0.0,0.0
0.0,33.68110982268667,33.68110982268667,6.736221964537334,0.6172056960256279,0.404748139655958,0.8435484522067266,0.44236850884872125,0.35619985253959385,0.17327326093971995,0.9305167088382313,0.6645104699148522,0.497083942875179,0.599538731837522,0.5033659100461414,0.1898905246807121,0.7732031169168513,0.4250765412734647,0.0013343541367817346,4.589499502013024,5.902826432179319,5.305322968428835,0.0,0.0,0.0,0.0,0.0
1.0,8.267156014436859,41.33578007218429,8.267156014436859,0.19957967738321325,0.2052804668484407,0.7102605651290609,0.36026491147578743,0.899341165722189,0.49784640415371506,0.6561114501095845,0.6449300773157034,0.47351760316975444,0.9958868657421079,0.7830190410588632,0.42340665026495783,0.4922988103803859,0.44529755479758315,0.8252293072621877,5.6289216617421,7.733892803412125,6.406239913335736,0.0,0.0,0.0,0.0,0.0
0.0,23.52316038827688,23.52316038827688,4.7046320776553765,0.06316493802378931,0.08746124676401346,0.3790836383665871,0.11849745491176455,0.3391738523008495,0.1891139462525132,0.8101788457460343,0.21787517145102087,0.03560034507272758,0.27782490943772753,0.6503660411143115,0.30562434833864294,0.8419877274642252,0.37134424665369625,0.3746723183812677,2.82774110644049,4.8757425004186405,3.4538108388145776,0.0,0.0,0.0,0.0,0.0
1.0,7.567295084280848,37.83647542140424,7.567295084280848,0.96802500846213,0.11590056850995056,0.9668156658171857,0.2697917982448539,0.4318161778031282,0.9189640107215425,0.9523888793186384,0.9321039882857437,0.2443697701371409,0.14417994301722759,0.706746805500057,0.739807427554641,0.1937290962324718,0.2968679613540135,0.4527346734568365,4.978396941977595,7.005946427306339,6.537268187429831,0.0,0.0,0.0,0.0,0.0
1.0,6.912188284305165,34.560941421525825,6.912188284305165,0.8402243520981227,0.8834468617745114,0.3705947993915082,0.9078299957697189,0.2960151897093445,0.7720110762810755,0.8087274785545573,0.12683263299380854,0.8643215284317683,0.6233714351297907,0.28891037461530644,0.3221174082286271,0.4886415772883137,0.6247630928965383,0.0727323243595982,5.431899639648721,5.702547385218187,5.677587504587639,0.0,0.0,0.0,0.0,0.0
0.0,33.189052724852516,33.189052724852516,6.637810544970503,0.5294665378464019,0.42747750280526664,0.6933158779706939,0.8509479536542334,0.03876241398334446,0.27370506638653336,0.638081044642745,0.1893936416029285,0.47596626132201003,0.6453204621738926,0.5656865557033187,0.4855368964187362,0.12127619111052867,0.17129412107111763,0.7238335299357044,4.886773383380528,5.397153754653776,5.554448974124981,0.0,0.0,0.0,0.0,0.0
0.0,32.87969210183761,32.87969210183761,6.575938420367523,0.448530739963123,0.13645038729238113,0.07036132948709983,0.659707390426169,0.5288231125552589,0.8812418931735787,0.35961659115924227,0.20269847994667312,0.953874189771471,0.1934399873093341,0.9011987179966734,0.4182741644483846,0.1777200713082352,0.9532099154347727,0.6835320224876328,4.377299915650959,6.029823675733054,5.590578986318375,0.0,0.0,0.0,0.0,0.0
0.0,27.46822072919162,27.46822072919162,5.493644145838324,0.7508126662472437,0.11458332094911838,0.25488554090822535,0.0651029862059479,0.49856005788260127,0.7198939685371742,0.4062244007141559,0.04457767557970249,0.7514669207312993,0.509986150299716,0.025598444034951262,0.12372431759982627,0.5562322563882672,0.8515494723468224,0.8043716928843941,3.944824830083671,4.8607069633817845,4.606652619416748,0.0,0.0,0.0,0.0,0.0
1.0,7.2240740120852704,36.12037006042635,7.2240740120852704,0.9958624083893657,0.18536412003561398,0.45611525510065265,0.8043811922282983,0.7058418162583404,0.4010997501514907,0.7847651266868075,0.5896444459883591,0.9791213897688548,0.3928764020744372,0.3209848568142737,0.14112002411273794,0.058519975903734145,0.8478095833958403,0.8343326204987113,4.842575175862889,6.337491049213683,5.974058321030915,0.0,0.0,0.0,0.0,0.0
0.0,28.326435663641618,28.326435663641618,5.665287132728324,0.7362693161139243,0.42304673941928916,0.002746128045788665,0.10454796271711053,0.6352658613126818,0.5438307483690731,0.9072435996657398,0.9382884371895013,0.06024154633766721,0.2352768129997681,0.057949847045416614,0.11242834809233082,0.4907563561692522,0.8925263477769773,0.79254225192992,3.703705331269701,5.71340270131356,4.074877755009753,0.0,0.0,0.0,0.0,0.0
1.0,6.956690274733482,34.78345137366741,6.956690274733482,0.9410582235645387,0.8421073024283267,0.77745217052931,0.19128783871117794,0.005015276104899824,0.08221498318923393,0.907561644529708,0.8245303577931948,0.5894426924453006,0.27914359222007457,0.5431082518699534,0.6552855881083849,0.6064431622702307,0.7426974538095131,0.17203639286770533,5.01994408056294,5.7867767120033875,5.662003253569106,0.0,0.0,0.0,0.0,0.0
0.0,33.9509000801123,33.9509000801123,6.790180016022459,0.6454767310848896,0.8690984987242003,0.27113158244151425,0.27385121997185147,0.504230863177535,0.1260573886432641,0.09583744546652972,0.5669899455613672,0.628314770196793,0.6460637861473034,0.42270047142974576,0.5407008319416914,0.92506557572498,0.30942473137211124,0.5164864473819311,5.363760046734896,5.1985402892598245,5.562838750525331,0.0,0.0,0.0,0.0,0.0
1.0,7.308258678437921,36.54129339218961,7.308258678437921,0.27608104562309144,0.04933747127991439,0.5677547391438647,0.8817153910591007,0.9854611519404529,0.5910925629417905,0.4262223680880789,0.3050960277160486,0.1954823137179641,0.6154140436038902,0.8577434451313184,0.6519229162946663,0.6447403126819323,0.33592451257423017,0.14216147442054294,4.6447172528597145,7.005248945595917,5.7292042723342105,0.0,0.0,0.0,0.0,0.0
1.0,9.127484377428855,45.63742188714428,9.127484377428855,0.23244298118770346,0.03820109207180922,0.10630894853908646,0.9907544811420325,0.9289223040023622,0.8781436800544421,0.25621843346192397,0.9630525418808795,0.07594159814220725,0.9136699801800566,0.49427377805872774,0.9756553547239808,0.8515884072683104,0.7027403675718726,0.5985121159719439,6.391828199974748,8.65984039285562,7.080343867149369,0.0,0.0,0.0,0.0,0.0
1.0,7.8509817371836546,39.254908685918274,7.8509817371836546,0.8035660639674969,0.21277698418374802,0.8514422046571063,0.5294037452873611,0.7921543213411439,0.8484641155884983,0.7360282091258261,0.518637023616312,0.8618999169820137,0.2885728029908321,0.31884409527959034,0.5264715458616154,0.13622918670143325,0.9664944271133455,0.7503477070544324,5.524245232923352,7.263089384617496,6.433878407986692,0.0,0.0,0.0,0.0,0.0
0.0,30.731047120018307,30.731047120018307,6.146209424003661,0.2783770580525926,0.4876365508768702,0.030839452889268593,0.8920958186344123,0.965280308348352,0.06890030020418891,0.4399554700039593,0.6365338522616849,0.23267476945830545,0.6652349446053684,0.8233608898037628,0.32051771611830215,0.0350782219476411,0.46025307983858355,0.69653958340031,4.066051210396352,6.0345896380558335,4.680152607375837,0.0,0.0,0.0,0.0,0.0
1.0,7.348310929470012,36.74155464735006,7.348310929470012,0.3215821875338174,0.3356424993562297,0.5990551746191699,0.27874676745596205,0.1305261860921696,0.02974876339205712,0.4242874462706274,0.6133131241835678,0.5284329306547966,0.9893693228812459,0.8462237115929627,0.7933853217545236,0.6953343241365855,0.08072053095669318,0.5587124204879017,5.421740648922039,6.039423093823466,6.25390404869259,0.0,0.0,0.0,0.0,0.0
0.0,33.14694503561893,33.14694503561893,6.629389007123786,0.596855033907006,0.6397602688626383,0.26219405567794407,0.32226967147410823,0.11392290729446031,0.34118378187936516,0.7488440087197729,0.8506429116423414,0.5842660257597917,0.29775850855390473,0.3940056629904948,0.05666817511048139,0.7675032635911533,0.6971122743212599,0.6101650489914614,4.73241171154319,5.462270270246748,5.083512139578051,0.0,0.0,0.0,0.0,0.0
1.0,7.471353686311508,37.35676843155754,7.471353686311508,0.909962791603054,0.019300673589740303,0.8710216179607541,0.9242715782276053,0.3099701601652697,0.18645634755940566,0.25326461637979514,0.9885614851466732,0.20213462679524297,0.2554583995748674,0.7063622306144015,0.5120624631342761,0.5482915783883306,0.7439583729732016,0.4183419558595137,4.92590072623641,6.718020805984095,6.522925074864125,0.0,0.0,0.0,0.0,0.0
1.0,8.198877962163827,40.994389810819136,8.198877962163827,0.950508098859744,0.3155080597308296,0.12862111662531228,0.5373111975967119,0.3911841782024995,0.36297986632386636,0.88539355019055,0.3583887594033526,0.9858881824300036,0.6462506534751853,0.9720508571158272,0.8664137609609625,0.6879971381371838,0.07245473287304327,0.902601385056938,5.791960119740346,6.811647195961433,7.399011015985088,0.0,0.0,0.0,0.0,0.0
0.0,25.019788524142115,25.019788524142115,5.003957704828423,0.5734493383427325,0.23014347823098336,0.722283422954092,0.12362600138103497,0.4506289640286113,0.37005262937628247,0.22430212455857113,0.12735996811432182,0.0702691098316226,0.0904030008133242,0.7017247781256802,0.5567665256559046,0.12929326716707268,0.06510724275306479,0.7541425554421999,3.174339958966838,4.31569048037016,4.219370597204268,0.0,0.0,0.0,0.0,0.0
0.0,28.43842043511737,28.43842043511737,5.687684087023474,0.5296943104089806,0.5731676081536452,0.6051238685297817,0.48103548311087907,0.30999732972592986,0.3893591676862188,0.19657788651044372,0.9070873250217056,0.38069188569674706,0.302379162219901,0.074076459100064,0.38531976291480063,0.2775510832832776,0.819593516955367,0.028487956224550026,4.3302033028415075,4.776589001282919,4.360806464196907,0.0,0.0,0.0,0.0,0.0
1.0,7.513978863073793,37.56989431536896,7.513978863073793,0.362998749167879,0.43530977461547016,0.1963213244187354,0.6981871449105131,0.24244110896124327,0.4888030587471882,0.8655026510687305,0.8117246268475421,0.697757532476974,0.7897322969431537,0.827492360218329,0.010984608922537165,0.918245815157216,0.7455868040907618,0.18303868372180387,5.230104866761133,6.778060484007755,5.985286201531872,0.0,0.0,0.0,0.0,0.0
0.0,30.98768329529819,30.98768329529819,6.197536659059638,0.03736031804148854,0.4782107806649052,0.219078214771245,0.785770051830576,0.8181280028452287,0.03277234072716506,0.26694493821384224,0.7604921826094844,0.28056683811266636,0.3550196356847738,0.3062183194787852,0.6203162476406215,0.7758402532441524,0.5597169080096978,0.33025519959181715,4.638321744877406,5.830552294647389,4.503689601732775,0.0,0.0,0.0,0.0,0.0
0.0,27.36541725354544,27.36541725354544,5.473083450709089,0.7412801160892091,0.015277690666676835,0.29552852580063504,0.06325923452070237,0.29406256850797596,0.8092399940092327,0.363149289885748,0.5612393108310602,0.28681819423282817,0.02043784879765609,0.6847087352759098,0.05463463110247069,0.20704972799095778,0.8785175539247309,0.8485313357232537,3.1620164936754733,5.080358756370333,4.572727654373916,0.0,0.0,0.0,0.0,0.0
0.0,26.57426400824995,26.57426400824995,5.31485280164999,0.3547795238472532,0.4727595797194466,0.2962823255835594,0.710502072764217,0.39881003726755315,0.07896065535825703,0.44681993098247264,0.8354985962636488,0.10748647228064534,0.8593395034932253,0.3321030514325144,0.33885797826148023,0.09596907468251759,0.34300408411285654,0.06124961876874435,3.8569058771757416,4.797396928971047,4.071028872736063,0.0,0.0,0.0,0.0,0.0
0.0,33.79596896861747,33.79596896861747,6.759193793723495,0.3373456639613339,0.4319576001935046,0.2165288805863349,0.3314369261270147,0.8845125013260858,0.985968157195151,0.5901828305496721,0.1033385734312493,0.9380377688639674,0.566201020896939,0.7385846585551293,0.5540980942678204,0.7300859541036596,0.08133126609091457,0.02134775764956931,4.879000733315211,5.803616620779539,5.522973455638169,0.0,0.0,0.0,0.0,0.0
1.0,8.167564833481949,40.83782416740974,8.167564833481949,0.1625550701690509,0.2088393528653586,0.7739473918232398,0.1272810576978265,0.6439556090476775,0.9779914858655259,0.47701210655323745,0.9453054641236104,0.20558506035570168,0.8307877108991715,0.9982556372465565,0.5583260066287233,0.24782048554477454,0.041340296054932724,0.7507551904321473,5.626639206236079,7.372778441917424,6.578610560786328,0.0,0.0,0.0,0.0,0.0
0.0,29.208410965689083,29.208410965689083,5.8416821931378164,0.25409696988240005,0.5973205115495489,0.20788017138254922,0.6183371445531587,0.4062664724361723,0.6809766888810265,0.9860734302090136,0.3351687153812354,0.7870140136988271,0.1388412336485142,0.45700474793011836,0.2980720079945638,0.29010928918633183,0.747222696033312,0.28743848629059077,4.241158262566346,5.4533910839265864,4.354939468829316,0.0,0.0,0.0,0.0,0.0
1.0,7.141591200484072,35.70795600242036,7.141591200484072,0.23434650114659827,0.6475602710810959,0.4899555453069113,0.4357021470148643,0.5078160885334296,0.9564827843346729,0.18283809874707813,0.30819834973533855,0.5382948998915648,0.7639526931866131,0.8668562499366654,0.40803996290760414,0.30407835432868047,0.35281231490559173,0.4339637536013552,5.2862287613887,6.010696342538804,5.739871241390869,0.0,0.0,0.0,0.0,0.0
0.0,28.14353919368415,28.14353919368415,5.62870783873683,0.4841790379093678,0.5667994546708688,0.1742985756217681,0.14285737313419566,0.3493091151646305,0.42443477599316104,0.47175931335052046,0.246210185224788,0.17707647590952247,0.6629917628028357,0.2429063138911306,0.900022496128375,0.1460309082529535,0.382961339271237,0.6643719248300409,4.105093932568509,4.808154083665636,4.265379829698138,0.0,0.0,0.0,0.0,0.0
0.0,33.81648744810017,33.81648744810017,6.763297489620034,0.663878818159683,0.09344178715897145,0.1239409251410919,0.16713132364512762,0.8048888912792256,0.7999857535617644,0.061675055569756054,0.7098328326656431,0.6148437570856015,0.3870697146042589,0.598190564471923,0.7054848007817849,0.9547651910585441,0.3115514682687526,0.09671661493193728,4.653212700634725,5.721233135979809,5.82184029610736,0.0,0.0,0.0,0.0,0.0
1.0,7.5418694620849624,37.70934731042481,7.5418694620849624,0.6000738359994067,0.616162489310422,0.3639085366807787,0.27688534198070514,0.9515966844254176,0.3263299113363586,0.5305720045960653,0.3659706284624681,0.989796029070312,0.018038982056853725,0.9288462087357423,0.9635926311578719,0.48235614411126515,0.49080548555700054,0.9196409783256828,5.322681672492719,6.618543537426211,6.235439227917446,0.0,0.0,0.0,0.0,0.0
0.0,27.809499547049334,27.809499547049334,5.561899909409867,0.20320238161880266,0.22584658712596295,0.4350493728126841,0.8312913890192116,0.1767544344558155,0.12039944474650766,0.7733212472278559,0.24246786520036556,0.9025275298351508,0.23651927094587533,0.3135413035219484,0.5559416424012545,0.35134219691852375,0.2126357000562218,0.44979556956261535,4.351180868568152,4.69905943686888,4.64207796658294,0.0,0.0,0.0,0.0,0.0
0.0,24.703200510778743,24.703200510778743,4.940640102155749,0.06597133302127711,0.3029663115612071,0.2910068192292373,0.7844213773595954,0.32514131514559474,0.3417832209258258,0.07552242061375725,0.3636578156285639,0.7644070444884835,0.17150925860533472,0.17996076748970236,0.5360189351333161,0.009723908673982873,0.3021583310988998,0.4826181344579371,4.048112826063484,3.863522304361748,3.9910786150132562,0.0,0.0,0.0,0.0,0.0
1.0,8.60834622873748,43.0417311436874,8.60834622873748,0.8439020773590507,0.4659435664283562,0.9327239505382068,0.5557478649004886,0.9175038142122965,0.944364208320457,0.40462846877936565,0.11039874623343959,0.9085840393419438,0.42800016450816725,0.9707324233665148,0.08002596166335185,0.9323119476538273,0.13059635742341336,0.6012363778470945,5.959336827435331,7.008270285446623,7.308027761732541,0.0,0.0,0.0,0.0,0.0
0.0,31.73371956782848,31.73371956782848,6.346743913565696,0.0338627634789479,0.5011812805588507,0.815308395600876,0.7125954317430528,0.7941741860648412,0.8798524748336786,0.2608344787037584,0.18967962858893372,0.48487565085813034,0.30111551943930825,0.9682415009923647,0.2159464791415312,0.07528971578758648,0.9198757626181687,0.14513313292847718,4.320977709480426,6.278046706442578,4.821900693392887,0.0,0.0,0.0,0.0,0.0
1.0,7.7707397735777075,38.85369886788854,7.7707397735777075,0.5942808896848637,0.7382301646698886,0.8418710070873067,0.18600159905943625,0.7802505162880083,0.17906388427421127,0.1195147071286966,0.3244528155551334,0.526747244899971,0.49421250961856134,0.29109021698538384,0.935252698485777,0.8650527401536222,0.9623179147985425,0.710730690997395,5.801615354801302,6.6898113004320745,5.948756296801663,0.0,0.0,0.0,0.0,0.0
