t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.0,52.06003283387468,52.06003283387468,8.676672138979113,0.40298606025679495,0.3314092304105223,0.22785568137056156,0.997253518136752,0.5185022867803641,0.261279894572518,0.3517411866496558,0.4999616669762966,0.7974104311222796,0.7526944026549712,0.6578712088952349,0.5151726084919419,0.03528884067450733,0.008223000051976515,0.9360722193198285,0.08873534605261835,0.3695462191400659,0.5627210005300389,0.010228451046944587,5.790571625240239,6.968350895934341,6.724615078984731,0.0,0.0,0.0,0.0,0.0,0.0
0.0,52.6445563172793,52.6445563172793,8.77409271954655,0.011735004591814091,0.35847126433947196,0.44984606376550407,0.25942065760584276,0.007476339427288425,0.7271011295813351,0.4061603161123093,0.7106269162852833,0.05238039070852096,0.2074520990437091,0.8655553172326422,0.42751767992212264,0.722668679640387,0.04414063405451207,0.7081185480211779,0.3489564915239166,0.9345825920553312,0.7918588066793109,0.34176357086254405,5.336414912277694,7.391906230963277,6.928877819258697,0.0,0.0,0.0,0.0,0.0,0.0
1.0,11.7021898351844,70.2131390111064,11.7021898351844,0.8036304048302803,0.34377342950784995,0.12359847905846877,0.27398144338895947,0.764956678416109,0.7222367401302741,0.9912721890794298,0.5421718572979075,0.7108392308714732,0.5695236609982132,0.9808675273461829,0.9610662204186121,0.599039911310089,0.13181103880595324,0.6607366899761301,0.5771674549060305,0.7062092123412113,0.8466695880090748,0.1303417775243778,7.687677815610946,9.332136197893771,9.253289699279943,0.0,0.0,0.0,0.0,0.0,0.0
1.0,11.739019127428465,70.4341147645708,11.739019127428465,0.4766834884458835,0.7588211610618574,0.7358290715974126,0.4023368093320182,0.9159519538792407,0.7889985227035602,0.8442422836012359,0.1784743106810951,0.8636309342382301,0.35783627234287596,0.030037756803929505,0.7807075020478078,0.9824224602503322,0.36344243390886355,0.03189193296854653,0.5567063744694719,0.028828317623239452,0.7014064962511231,0.5639704187268875,8.720865842409331,8.666968352073456,9.06464455681562,0.0,0.0,0.0,0.0,0.0,0.0
0.0,53.61636592545584,53.61636592545584,8.936060987575972,0.8384786505170951,0.5519068956935205,0.20747883338210016,0.7234795368434251,0.7115702970516229,0.06412135865326163,0.5010967665997259,0.8376340135514053,0.1905701949669658,0.44265759065723953,0.1375650276827689,0.35653068412397637,0.6806270024718614,0.24905494861182587,0.6277800298892499,0.36207232109341625,0.06081946031383567,0.08554516265379108,0.6512098508114644,5.8140504667519854,7.1189380296939175,6.749818586508945,0.0,0.0,0.0,0.0,0.0,0.0
0.0,55.32090341824548,55.32090341824548,9.22015056970758,0.5444456811947447,0.5190664842191726,0.054079629861549794,0.9626744352888551,0.4629847894586364,0.029201538871310828,0.0447792786705713,0.35709718287812786,0.13702234541129155,0.8105358696208518,0.283845746833286,0.7669174228328905,0.7891494935601092,0.20705419597342745,0.9411486108619664,0.736674939282987,0.22871305144521736,0.6736377573600796,0.5238119923741971,6.709294687472335,6.758712214262543,7.5580446150712515,0.0,0.0,0.0,0.0,0.0,0.0
0.0,52.93479264335791,52.93479264335791,8.822465440559652,0.19685205370960734,0.8097851457965299,0.6360366477027675,0.4462305856026212,0.5036295179105517,0.5459475103061213,0.0005318208765007215,0.45114436965750637,0.5576936399289587,0.09819875959461688,0.4974653172958571,0.05872261396252265,0.318917245062319,0.09309067056284626,0.6281356147199235,0.40850297394014967,0.7624373989219043,0.11456327569931157,0.5690463815927,5.711151446353378,7.1315071953460265,6.325996364107664,0.0,0.0,0.0,0.0,0.0,0.0
1.0,10.257792117538656,61.54675270523194,10.257792117538656,0.24236508602522344,0.46516999702458417,0.7128540104766975,0.6210935928427278,0.13563698402255353,0.7861536567007792,0.7437553770431334,0.7246208896950628,0.06091206569059171,0.4601368927473999,0.54052829932875,0.6974571371426458,0.812320471095407,0.7740832808753474,0.4553717318454401,0.23348184071910194,0.4404857231260061,0.09807369702432778,0.46643811781927547,6.7731807126135655,8.079862980635907,7.987048376673611,0.0,0.0,0.0,0.0,0.0,0.0
1.0,11.05817510393476,66.34905062360856,11.05817510393476,0.08411806155972923,0.40539113937139093,0.17052934736797587,0.7269666266955299,0.2563308061177789,0.8003217150849007,0.9227678950125843,0.6541129915364917,0.8468650438964119,0.1919736498702438,0.7535187113689998,0.14164849417305647,0.21999208242840929,0.9962848228969547,0.42385946936659324,0.5614298034080647,0.25992782221892696,0.9168887502967903,0.7795145694394157,6.796752931417515,9.217389854658885,8.804142556099027,0.0,0.0,0.0,0.0,0.0,0.0
1.0,10.815981720792534,64.8958903247552,10.815981720792534,0.3168273678636666,0.45280652414853273,0.8382201146717624,0.24458543969758129,0.22215458255121512,0.5551344491823884,0.39497401220456263,0.9668698601064742,0.058497945405285745,0.7038973719636947,0.04407046671211656,0.6081744955114573,0.6479020397143153,0.5206052633707475,0.8338921061524006,0.6919437665064644,0.7547182509547147,0.7897315792647506,0.698065833665065,7.411321257965177,8.33905583566558,8.63721754644874,0.0,0.0,0.0,0.0,0.0,0.0
0.0,54.363413387320804,54.363413387320804,9.060568897886801,0.19041647359658587,0.5676810607283697,0.7488069304356529,0.8419966488616155,0.7876514631564684,0.5319019726384274,0.6744902379931261,0.18314917374570017,0.5374053871816148,0.16371786999908822,0.7129724096473908,0.08985195661366718,0.4605434975415912,0.021949117394517548,0.6597471525220043,0.46889615970911136,0.2232670426526524,0.03261638255384769,0.41649128422769977,5.614297087581798,7.591086234877265,6.931486622442113,0.0,0.0,0.0,0.0,0.0,0.0
0.0,42.468097500133496,42.468097500133496,7.078016250022249,0.4407771621224168,0.055237644188901536,0.5028391915279682,0.03996907278717243,0.01888036385531877,0.32742796355751946,0.11411372101244044,0.8568916446487145,0.7770601236342393,0.1141159438855256,0.5323856169971495,0.772166317461623,0.26882361081584993,0.6470206567969087,0.36420673403269066,0.6300526716382012,0.16524496540445022,0.4597984876923342,0.009581616770952595,4.59894312050118,5.5802585758450265,5.964181649117751,0.0,0.0,0.0,0.0,0.0,0.0
0.0,57.321772070487775,57.321772070487775,9.55362867841463,0.3694538371220638,0.054015227688668066,0.7354485414108421,0.16016920638477838,0.5367264356691364,0.5364308546200679,0.17219837670164584,0.7322110238039625,0.9959243922615515,0.19618382029183523,0.5151987629755674,0.8928057347600491,0.8028359541935837,0.24296554858762254,0.09238999539746595,0.7200466452379278,0.513848077937429,0.3444349694643759,0.3747979564971792,6.756040556889183,7.17904916071594,7.989810673866155,0.0,0.0,0.0,0.0,0.0,0.0
0.0,49.35207996218767,49.35207996218767,8.225346660364613,0.888678277780046,0.23283796243377608,0.23544583046292866,0.39124059459143246,0.33692532834299305,0.6931203420776328,0.259299590967759,0.7375837213428006,0.11363417895471595,0.3875458582740179,0.23231497551199087,0.3697675663365815,0.2528019576460979,0.40093815151736967,0.004514460797610087,0.9173115704776905,0.8061447567171255,0.46778659762466324,0.20423906529369473,5.781106468053075,6.257505792062636,6.345817706495637,0.0,0.0,0.0,0.0,0.0,0.0
