t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,36.493121480002706,36.493121480002706,7.298624296000542,0.017113466411871947,0.7480943282930557,0.5857590058066863,0.5379900108319858,0.030015913738880795,0.8469166984768577,0.43441671533672743,0.014250934083753442,0.7340994128929409,0.16375117331837807,0.2670268681124649,0.006955989857731937,0.0402505237144688,2.036073153556995,3.2376941302824163,2.7813049495219326,1.4645650818340625,2.072045294111337,3.525222884600723,0.0,0.0,0.0,0.0,0.0
1.0,12.793634123857862,63.96817061928931,12.793634123857862,0.8653067563702552,0.6717400409424665,0.6677578263553756,0.5078365892338291,0.2987378073762794,0.7898937494576742,0.6301090320800393,0.34646764893746473,0.19724720906712012,0.8499778816809126,0.4499137227852814,0.1383142924405648,0.5557904795317482,4.269639615881973,4.4683331739148775,4.422540549391648,3.948349438464062,3.4605953208871085,5.276941158332122,0.0,0.0,0.0,0.0,0.0
1.0,14.769700567335514,73.84850283667757,14.769700567335514,0.9307828151576648,0.03794584578489857,0.8577784020658956,0.9461392906840099,0.9287968464326412,0.07188879522633729,0.4182947493521716,0.30159440401445947,0.8948230388453203,0.6750002300814802,0.6072086253773684,0.7163164874010702,0.14846390439518165,5.364000959151231,3.7109022379555956,4.772758393792925,4.807816961099796,3.3884436660407307,7.013086331182521,0.0,0.0,0.0,0.0,0.0
0.0,48.75224901083047,48.75224901083047,9.750449802166093,0.1859224600359599,0.3998591679893224,0.34660181704790105,0.6485324179251623,0.21828062200713882,0.5269118463478281,0.23763599125706913,0.3700085680070353,0.21630034289516697,0.5259708964505547,0.788129443490392,0.1162375699221394,0.578808269352776,2.951073648214178,3.3266386999342332,3.5350189241745755,2.9744803991733124,3.241254480028896,3.683470729020806,0.0,0.0,0.0,0.0,0.0
1.0,11.609598401984426,58.04799200992213,11.609598401984426,0.9890991962507989,0.6604171777504939,0.7502338911594673,0.2840065110603692,0.13639635311343623,0.17049822611387067,0.4157716103949921,0.6938775359850553,0.6958289913305001,0.19494255922092796,0.7370674157164128,0.4493331337850003,0.7302747957974732,3.5075175369164047,3.8414761013751577,3.8727130544011548,3.451161181741992,3.657811399818233,5.313096839782399,0.0,0.0,0.0,0.0,0.0
0.0,51.948773591247146,51.948773591247146,10.38975471824943,0.706773903174112,0.3752533605066145,0.06934699552969537,0.5129737281992489,0.9175493434315758,0.25553364649100085,0.19152035987034344,0.3443059479188483,0.2864621799385889,0.4759807003748112,0.5659737870360309,0.11930293100999567,0.2107253808960574,3.4401188176158177,2.8772087628433844,3.4529042228671685,3.715077770004971,3.118301907858719,4.221137289071017,0.0,0.0,0.0,0.0,0.0
1.0,14.31744183772862,71.5872091886431,14.31744183772862,0.8133521131337536,0.6007267803127697,0.16651483604254858,0.8096489412012017,0.745997288888644,0.9605097191597126,0.9706172769061481,0.33931397085520965,0.7304090771372889,0.013750247401689841,0.7155655863227119,0.39092856766982675,0.965341938449506,4.235446289896698,5.55867075181574,4.362134927930923,4.408245424709358,5.147211782936192,5.957510715016583,0.0,0.0,0.0,0.0,0.0
1.0,11.805270882859546,59.02635441429773,11.805270882859546,0.9736220075937326,0.7840523323846755,0.45790384996612754,0.5681599159334393,0.4558307067467575,0.10040796155127352,0.10524383304998641,0.7773340528270578,0.7217634051386496,0.8524815681360112,0.21027390049420203,0.8040455641779323,0.12840449932244702,3.623515781920257,3.3773371517817647,4.211280159538257,3.9429459847811863,3.029299240758565,5.933377083621514,0.0,0.0,0.0,0.0,0.0
0.0,57.14744395646592,57.14744395646592,11.429488791293185,0.7307365706193619,0.19226377502029213,0.7750569902413589,0.3683164590847873,0.9692578842959397,0.735206661977356,0.4179786285162995,0.22535976677233727,0.8834801500102439,0.32888914107302947,0.20013868355762465,0.19898768718393456,0.8973783382658924,3.7903743573884014,4.580818504174263,3.477261328561669,3.24067713391938,3.270693535513173,5.065105969602872,0.0,0.0,0.0,0.0,0.0
1.0,13.166525453184741,65.8326272659237,13.166525453184741,0.8007353606580329,0.25730660637087843,0.32714860498653875,0.6419346013392199,0.3759082971001163,0.44713758377547375,0.8040120039662444,0.6633070344584416,0.49550729381345393,0.6106157640155382,0.7671294014722544,0.4715658985714073,0.2600503658476738,4.327484033537945,3.776805097844587,4.447362313709232,4.663642463009848,3.769648310554829,5.551863832293685,0.0,0.0,0.0,0.0,0.0
1.0,12.780928564990631,63.90464282495316,12.780928564990631,0.7604417968537199,0.2719788966295472,0.41917007856546107,0.7082385766538116,0.960597839371752,0.437701192667479,0.4981897917606595,0.5511164626622724,0.9040611464235366,0.08792721464226949,0.44908451602273525,0.5594944731203394,0.8072269202518488,3.8836498138704085,4.6542197585628315,3.9463033763085082,4.01559619796722,4.246433003352626,5.619184330043832,0.0,0.0,0.0,0.0,0.0
