t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1.0,21.00311493611976,126.01868961671856,21.00311493611976,0.39317949236226557,0.9519444070771398,0.7848510797753687,0.9057983830773807,0.6320640942768627,0.9540939421465645,0.7782771463113941,0.3747653747097446,0.48952159516382465,0.6145274255844106,0.014685504772346869,0.9788287005645127,0.45822837026694474,0.6833865708068232,0.2192537544611709,0.0418478938761101,4.2166661417122455,5.365647256827872,4.948348271588252,6.376522562343682,6.341958245397121,5.857485681391655,0.0,0.0,0.0,0.0,0.0,0.0
1.0,19.851284333471693,119.10770600083015,19.851284333471693,0.8498484327736865,0.8835778592213359,0.9943062457714058,0.21597406465926106,0.2854719723568274,0.35361477250849704,0.6946661756902349,0.7371042920857036,0.40225564973693473,0.6615477371839947,0.8840033888945732,0.38261059016682886,0.3712545179800184,0.04867334766314724,0.8959278400887831,0.9125990753946613,5.003505114500175,4.410107437909991,5.189819170012559,7.756134219427857,7.136625586318791,4.034999274844672,0.0,0.0,0.0,0.0,0.0,0.0
1.0,17.80603215177195,106.83619291063171,17.80603215177195,0.2995427620034663,0.9736186877042777,0.16452761196374266,0.24800137673081268,0.8482304502841531,0.5603177725541971,0.9133142149863492,0.15397237945172249,0.8266118865815337,0.04745149828337469,0.5329234133466725,0.09365493420453641,0.9215543702145025,0.6899041153720259,0.1582924113737274,0.5798756247285574,3.5413757108653026,4.48380646212171,4.543596222060714,5.145810785808431,5.233604582497505,5.184753814812924,0.0,0.0,0.0,0.0,0.0,0.0
1.0,19.872303639920112,119.23382183952067,19.872303639920112,0.4023717143314022,0.7790202399420991,0.08015698308129982,0.49867190055378363,0.3035384623734747,0.7486441907449122,0.9611922776030152,0.3441758543264426,0.5035476881306552,0.8946350938766072,0.26835905703805274,0.7406329465295377,0.19948843924245563,0.29490017263735324,0.6400748014654586,0.3366082804283489,4.606018958491403,4.949597666047226,5.150891421319885,6.059344326032374,6.773758190643873,5.130699338442757,0.0,0.0,0.0,0.0,0.0,0.0
0.0,78.16916912672093,78.16916912672093,13.028194854453488,0.19089506553085112,0.5753769115478561,0.3786862434678794,0.763899567310653,0.09914055944800826,0.1101920449099536,0.11169714751725357,0.39639816476603595,0.41666804649072264,0.27731690640487117,0.3031020377552216,0.850311696637556,0.16330991062224198,0.7462168104234089,0.26447122956190605,0.7452239935115784,3.659114461158708,3.3975128731121425,3.7516237491814173,4.35586825853978,4.609154647178423,2.6040132235784634,0.0,0.0,0.0,0.0,0.0,0.0
0.0,96.47738808027589,96.47738808027589,16.07956468004598,0.20654274692418706,0.7589622017175941,0.5161706938507162,0.2079061547431751,0.6574469022860936,0.7674662358181858,0.6428081940909521,0.1042716034129304,0.435425242776158,0.1474967933497422,0.7733947929284126,0.5359620800824603,0.2516391386311445,0.309527599112285,0.0635255516490052,0.22294668879380775,3.172482693688895,4.159402361974588,4.0415703738761914,5.1114472737451475,4.76243668287368,4.1972067887523306,0.0,0.0,0.0,0.0,0.0,0.0
1.0,17.71764843976138,106.30589063856827,17.71764843976138,0.7815495323485095,0.7170389754648856,0.6286953050263681,0.7295772629675115,0.14345066127172634,0.9159063853053118,0.03574903637895688,0.17546360631331326,0.24338138049280367,0.4991802162247877,0.8382353378490057,0.6271289685087116,0.4858323255361259,0.6514631022823358,0.38723366775584334,0.9495837008811016,4.704385435651388,3.833741839158389,5.542177660271524,6.411912444793756,6.724564464177429,3.66766794918331,0.0,0.0,0.0,0.0,0.0,0.0
1.0,17.941700754035683,107.65020452421409,17.941700754035683,0.9589901759741831,0.8486316835272798,0.7128060140029451,0.5228239093684057,0.8762088620182281,0.23924590887472685,0.8271132104930594,0.08026465706185892,0.22895410009926243,0.8458477306951867,0.3706475321187579,0.21738474896557092,0.2522291864560555,0.26205077106682506,0.37314065758007564,0.38236233849766355,4.35412374621209,4.737611777285752,4.332596516785236,5.712248100310494,5.815141996194173,4.335615431129369,0.0,0.0,0.0,0.0,0.0,0.0
0.0,82.00482660383072,82.00482660383072,13.667471100638453,0.4139282692351214,0.3708624673921965,0.9472760663029339,0.8428600951003635,0.7176734049113686,0.07054946302034293,0.448601866161525,0.8481704448155787,0.4176372118225088,0.07295838859559156,0.7301437377472139,0.07633632955295322,0.8183192561933503,0.1155906269702277,0.37517666207874334,0.4670367381160173,3.469502636331295,3.6770735012837212,2.812782631221502,4.863500982761983,4.286091228822578,2.992938387649837,0.0,0.0,0.0,0.0,0.0,0.0
1.0,17.41001918530655,104.4601151118393,17.41001918530655,0.23296464536280914,0.875568847562076,0.2920130098990975,0.6079478145568058,0.29185249474098685,0.1941338496302758,0.3580684378755038,0.3744737900285372,0.8064207751499308,0.7578965856120704,0.42921020600141246,0.63795775619789,0.5508274649401566,0.9934189149250583,0.6067639424417857,0.05762065357604429,3.8880868743324677,4.764922917696676,4.467691824330995,5.0163285568956475,5.5645535139666045,4.47272621170889,0.0,0.0,0.0,0.0,0.0,0.0
