t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,60.693919402886166,60.693919402886166,12.138783880577233,0.5618506900225946,0.702834501880265,0.10488970772660533,0.7791226321410469,0.3743377268811874,0.8584091608642122,0.9263236314245699,0.8635765700674636,0.18491297823078656,0.05566692452279498,0.10744247286846242,0.34306994463345564,0.5337595825598022,0.5446221781441661,2.4441743003212704,3.978551344883027,2.128006085573004,2.292211088079282,5.90705259767438,0.0,0.0,0.0,0.0,0.0
0.0,52.59365202259815,52.59365202259815,10.51873040451963,0.68957244798712,0.08349114998930607,0.2822155348026616,0.28480442348663226,0.9751504827445006,0.4008769586585539,0.5602998198028729,0.5387169602704875,0.34163584251341406,0.45421177349871766,0.3319170522342825,0.31216014999388064,0.36343713307105385,0.2786546862909427,2.5161793126300736,3.1127800379485784,2.870585280120724,1.384391604850724,5.0049275433072715,0.0,0.0,0.0,0.0,0.0
1.0,16.26374797089843,81.31873985449215,16.26374797089843,0.332473295555925,0.8194380166337271,0.715421210884449,0.8157377349237721,0.5924753047314664,0.4837793154553339,0.959482673522596,0.7366734126319476,0.1647840206614658,0.8717858042219723,0.5923224567841681,0.24090314864303075,0.6332354188047797,0.760632587542526,4.109824713671162,4.622670090538544,3.8417723406738267,3.0284649459826944,7.1673392706903964,0.0,0.0,0.0,0.0,0.0
0.0,62.37003279228912,62.37003279228912,12.474006558457825,0.31432564995473733,0.8368600780974028,0.7660323133896052,0.3070615541036832,0.7627486942581337,0.6035235563745085,0.8776677119787561,0.24044413999519543,0.3794435699926356,0.7448712656777059,0.14079907227242106,0.7501748515616814,0.1426839730835373,0.38446299333562917,2.50378860044301,3.9218526174002655,3.2780029766489047,1.698001000824113,6.232632639824456,0.0,0.0,0.0,0.0,0.0
1.0,13.538461673603175,67.69230836801587,13.538461673603175,0.8393225596982201,0.5649717498311201,0.6727166584180345,0.015647195915918455,0.5113683662776227,0.477462505892974,0.2963722100439603,0.7936351456790671,0.5240368784666265,0.43882024331492686,0.9485425667835871,0.9665125741503067,0.7478775171568894,0.20068943551379925,3.0968417400658512,4.263175029363755,3.1412667276700774,1.6826884355268192,6.753060830315506,0.0,0.0,0.0,0.0,0.0
0.0,48.948002731005566,48.948002731005566,9.789600546201113,0.3345644426736837,0.13445116472822904,0.18939753072230892,0.05640695650334049,0.22732968228476258,0.40254326767851456,0.5851305660885214,0.40043782863173705,0.5750301807263656,0.9438933988980376,0.9922947228502524,0.2205876851712435,0.6339351905494536,0.4417887144529947,2.5411527973631127,3.036841266887912,2.7778773357162065,1.0880310303103813,4.560366043020671,0.0,0.0,0.0,0.0,0.0
0.0,52.39037478809693,52.39037478809693,10.478074957619386,0.716008575861561,0.5670199963368667,0.3600208297848859,0.08387435630791051,0.39014084004723837,0.9945337324835398,0.39770778750903546,0.09089876442255806,0.7968805977442299,0.970130097308372,0.9997099742404333,0.2032861534402831,0.4373988816797061,0.11230345337878023,2.3834483354389544,3.1074806357063918,2.7203745826860644,0.6470974038941347,5.722496278795932,0.0,0.0,0.0,0.0,0.0
0.0,59.305394460989504,59.305394460989504,11.8610788921979,0.3798321061836004,0.21962617362060466,0.6760133543510367,0.8273588637647948,0.41257372169322315,0.02940740027499622,0.28969382973927627,0.41179683360541064,0.19800631424027626,0.5774235416937764,0.33388538660469946,0.3888268659493933,0.604495835893548,0.312971922182983,3.1672990844902853,3.6771990923049094,2.5887856877667064,2.228140973904225,5.038332933453644,0.0,0.0,0.0,0.0,0.0
1.0,13.898571567304947,69.49285783652473,13.898571567304947,0.8507030305712838,0.9431591796321193,0.686780011430365,0.040186043163793705,0.9014987488438134,0.31096749935933266,0.8870364310542874,0.2359859304900993,0.6741700712805209,0.45541939548851795,0.3223132026839014,0.7305469096064382,0.5111644854132525,0.5542053602084107,3.016147851743537,4.934792342728352,3.5080595177417275,1.5171573452926688,6.894786665487949,0.0,0.0,0.0,0.0,0.0
0.0,58.01146541541608,58.01146541541608,11.602293083083216,0.590182819904159,0.21644908006175156,0.21727309719314702,0.8346338059911869,0.5172910306596369,0.26172492338817,0.3656434834949648,0.13533195779436225,0.4423770304793506,0.8755610919134434,0.6040989488444972,0.0330469280591551,0.9898205026803475,0.21882090221870465,3.38193828758752,3.6917985700210156,2.4066551102586446,1.4060597631974008,5.3325131703434145,0.0,0.0,0.0,0.0,0.0
