t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0.0,92.11292674997372,92.11292674997372,15.352154458328954,0.7081786129497636,0.24450427429063937,0.6758133940914338,0.4538181364567824,0.4741944140247075,0.5720231548779852,0.24019198267926045,0.28343357980150097,0.7776374903912779,0.34343187260140473,0.17791710626308455,0.5453867594868504,0.004639256387913626,0.33475920267746473,0.34888735720632924,0.6805241372202602,4.894502794854571,3.4590093019906396,4.605109207354955,3.638209698663725,1.7572981382393196,0.0,0.0,0.0,0.0,0.0,0.0
1.0,23.157352574850453,138.94411544910272,23.157352574850453,0.6127955846759534,0.18913081507398366,0.7099963924252728,0.4925336122152357,0.8764064152182146,0.5042190657193713,0.856726801958176,0.0425035252328686,0.2931694640384963,0.8804533297629287,0.3240533668368336,0.8195630847385482,0.947800776082943,0.755333424126748,0.5079751490680293,0.04569773312980696,7.440104552171525,4.351839180216041,6.529848769076131,4.892891526646354,3.9299027612073134,0.0,0.0,0.0,0.0,0.0,0.0
0.0,92.01744472125684,92.01744472125684,15.33624078687614,0.7271639473930717,0.26508825786767487,0.26126985798592417,0.3659119154721684,0.4331243615734578,0.34353354840800854,0.2725429593190746,0.3766890672644003,0.869894728478059,0.508543314922126,0.9071819705813587,0.11804909039722578,0.4685890004192811,0.8676558712355785,0.3899185569434692,0.09589213619404557,4.530423877965882,2.9503460764014817,4.744432635154726,3.3279539935257962,2.4934445455790297,0.0,0.0,0.0,0.0,0.0,0.0
1.0,22.33456430313244,134.00738581879463,22.33456430313244,0.22024837005324327,0.3997238860756773,0.9298627768062394,0.9855679798042521,0.7713829792708948,0.6154660418325847,0.7832442469673091,0.7214252206830051,0.41479459944504626,0.7017834552173078,0.2684833320308371,0.19998375607202512,0.5173024568171637,0.15320148707230752,0.7008598565588273,0.6662810126703211,7.54685102615853,4.8838072125922505,6.245725112606792,4.188395389108811,3.0760170241706377,0.0,0.0,0.0,0.0,0.0,0.0
0.0,106.70320180105665,106.70320180105665,17.783866966842776,0.3264582900381521,0.6670280744014065,0.9825309063121637,0.6910866139510946,0.6977486955337913,0.026153344742334217,0.5861060788409658,0.0890285411510996,0.6883103388303657,0.9277282457694531,0.8888976999838474,0.39526453850721877,0.41258595273797316,0.7764674407435468,0.18258770358963927,0.037938546878437895,5.984306985575291,3.6170453067027086,4.819919427324827,4.570187628359879,2.442040255570443,0.0,0.0,0.0,0.0,0.0,0.0
0.0,73.34619451260733,73.34619451260733,12.224365752101221,0.15192568474439716,0.09095004376480442,0.07948965052517898,0.04931560788571654,0.5973674286142004,0.6497051523885645,0.29775352279942635,0.08811270273207183,0.3183395974569747,0.4183237754494278,0.48483206332183526,0.48847030633569677,0.26902644291740985,0.549637648339894,0.19696885088266958,0.15724200095957686,3.3774091690395642,2.375050075216649,4.030947428875912,2.840493852494104,1.8899694740071684,0.0,0.0,0.0,0.0,0.0,0.0
1.0,22.723834100286226,136.34300460171735,22.723834100286226,0.5785001215144969,0.9739739318194306,0.03386480811208503,0.8271392125462653,0.5325287460471019,0.485153189746133,0.1250111929612624,0.34887117483583674,0.4719550907182526,0.751973349762171,0.9719046828687627,0.8687535645662594,0.8914995548805458,0.7114652790235168,0.5195947289941736,0.6873532511254086,6.936863575785761,5.285262992839634,6.394159122660662,4.569690237635532,3.4651954952615944,0.0,0.0,0.0,0.0,0.0,0.0
1.0,20.428665603534263,122.57199362120558,20.428665603534263,0.9593966544744043,0.6877628840083405,0.9101438685854832,0.8176949549395265,0.18929690693624257,0.5354855487683498,0.6816609312819528,0.9841348860458015,0.3303068377331604,0.05529430698352544,0.19815853565355113,0.4242816647386545,0.2788388941549267,0.7773458385052598,0.33182555264274016,0.5802924911432789,6.855817053559947,4.076721510626511,5.168763858933892,4.5861869944469795,3.4780877673693356,0.0,0.0,0.0,0.0,0.0,0.0
0.0,106.09401308507753,106.09401308507753,17.682335514179588,0.015176476316094756,0.895628248541322,0.3504428730966027,0.296800931579254,0.26130947354799494,0.8420045203150069,0.19260351291850075,0.7249473049205898,0.2972220332269069,0.8187545084874202,0.2523595488725946,0.7202825163222065,0.08458925413421337,0.6892005841611651,0.5328346983240232,0.052394859831423335,5.735374318503228,3.131709202475325,5.216143266189452,3.529807169930323,2.944457870780699,0.0,0.0,0.0,0.0,0.0,0.0
0.0,100.63729815275869,100.63729815275869,16.77288302545978,0.01891715990097853,0.17848267483483016,0.3904752026261076,0.6873869254641166,0.445205760861452,0.28031803664926014,0.23837616766582115,0.8474891146913447,0.284318627717948,0.7372141574770501,0.7721432073510808,0.2714368388853623,0.16647581663535782,0.8150555451293602,0.3814249246644532,0.8830569293998858,4.643202780356135,3.8327178816756247,5.350371919777296,2.595355048774893,2.7202584076716994,0.0,0.0,0.0,0.0,0.0,0.0
