t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.0,26.655416127504786,26.655416127504786,6.6638540318761965,0.854809430297702,0.4315507266491122,0.2761860618394998,0.8828836196265407,0.03645792057404218,0.23962079864389396,0.8299056751960785,0.818031555455599,0.1532737264987466,0.15599435835371644,0.5940729587175114,3.556209454864497,2.493961451685127,3.312205618787223,0.0,0.0,0.0,0.0
1.0,9.32548604131003,37.30194416524012,9.32548604131003,0.7278859155295702,0.7233191500589018,0.9325517168862801,0.5385634449897945,0.6885792979950414,0.5513190611970367,0.8424743630201637,0.41383738792202196,0.30245567568038434,0.8777193007839701,0.1820640001541206,5.508822807876333,3.5566732885534518,3.903326548393778,0.0,0.0,0.0,0.0
0.0,28.468236677824258,28.468236677824258,7.1170591694560645,0.8835023770777567,0.41263500016773547,0.7663489698585887,0.6788906195595812,0.6821414238393569,0.9647752548563865,0.13483222997685507,0.08111339375236615,0.11844555537902057,0.44438651273469865,0.3615005524133965,3.5234054627863785,2.782207210113021,3.864135872188575,0.0,0.0,0.0,0.0
0.0,27.499304753169223,27.499304753169223,6.874826188292306,0.584095684479403,0.80000297530802,0.2441798712170835,0.715720636070572,0.34715388231947275,0.5189027025586955,0.4894679732203444,0.05712641857828982,0.38836441344842243,0.12620654553468702,0.9196400957420372,3.0365977641057227,3.194114537320822,4.052933053141837,0.0,0.0,0.0,0.0
1.0,8.201591325648057,32.806365302592226,8.201591325648057,0.6554861407810926,0.715118744471709,0.33263743059525264,0.5884013147512474,0.9606040900470323,0.8393275966135072,0.18678598426309345,0.21772999350069921,0.8101878271833137,0.3244214484307605,0.3562206708433091,4.202971659272953,3.1269874362755923,4.28916374307494,0.0,0.0,0.0,0.0
0.0,24.51187321423131,24.51187321423131,6.127968303557828,0.27681330740431,0.04001241612091344,0.8650115773485513,0.1613536234382793,0.9867412716037598,0.5689304140076797,0.4166269943452767,0.7010152793490758,0.30843675327387376,0.1498529738810539,0.873241278120763,3.7445105733268145,2.3979086221834347,2.378640766246873,0.0,0.0,0.0,0.0
0.0,24.305332407446684,24.305332407446684,6.076333101861671,0.3379825731039804,0.13506878068195505,0.5152882913011548,0.3348541136141324,0.14025445097828482,0.5401995538423725,0.33288209941662483,0.6864969188354817,0.927094242883309,0.14082982475576844,0.535130289934894,3.215897181956559,2.588265543171214,2.951159378816412,0.0,0.0,0.0,0.0
1.0,7.812257890238683,31.24903156095473,7.812257890238683,0.6717052895627965,0.9091437924940813,0.5721036126283019,0.034980488713425406,0.05495724751893449,0.5219104821986843,0.15855161524386163,0.8722141489523647,0.5522336260129717,0.5446563714533579,0.397440175719991,4.33556570386667,3.010558067022129,3.6320702261553075,0.0,0.0,0.0,0.0
1.0,10.76886502638069,43.07546010552276,10.76886502638069,0.6212218617955256,0.7344493359933078,0.9629942249009499,0.5569350136265625,0.2446479067195555,0.8949534560027349,0.15965314149971,0.9982902932164494,0.8959119704322348,0.7956659522223338,0.9951880227522523,5.412834686780067,4.941144519927642,5.494325612824952,0.0,0.0,0.0,0.0
0.0,27.649254103918235,27.649254103918235,6.912313525979559,0.8351365489164778,0.21962609698185553,0.5897909873608279,0.22657142048415813,0.5017654645960331,0.2993430444144888,0.18610558926914267,0.32626513129961665,0.6044046391724824,0.6254457000687508,0.34941806976869294,3.8885401576651866,2.6152569138367676,3.1599455198069064,0.0,0.0,0.0,0.0
0.0,21.91642701780028,21.91642701780028,5.47910675445007,0.10964944336320837,0.10781822972387634,0.23573109392073932,0.3662754324157361,0.7190954551743989,0.6285666669534604,0.582281692650223,0.13898332205102304,0.18796621101469524,0.8265810747072453,0.4697644277654217,2.9081065226054092,2.194136469547714,2.6966214859436435,0.0,0.0,0.0,0.0
0.0,27.776511828938553,27.776511828938553,6.944127957234638,0.9125899177773016,0.3467279702099225,0.11182361745510716,0.8146454325395038,0.6099599180937947,0.6832211835065741,0.11922641496528186,0.24778735651039474,0.18279081283263265,0.6669653104458932,0.5103128825896738,3.1978713182903284,2.633266026072733,4.117253509901501,0.0,0.0,0.0,0.0
0.0,26.443112738305818,26.443112738305818,6.610778184576454,0.0903298662148635,0.5815797581615372,0.23866409087254914,0.7346701888505175,0.6658926805276395,0.5403136643987072,0.7127935227622865,0.5543064479764239,0.6527875906387045,0.07520061900041752,0.4623367810925403,3.571554576154422,2.7452390286162665,3.137218468357288,0.0,0.0,0.0,0.0
0.0,29.264429318586668,29.264429318586668,7.316107329646667,0.4609179420237929,0.4055205121116794,0.7762698822827768,0.6001527521613025,0.3992411288424531,0.3764253448470213,0.12725715613957667,0.8539073054761783,0.4014926512241871,0.5309449546149803,0.6003699910950885,3.9555515327156243,3.3147507434900145,3.3758241480780518,0.0,0.0,0.0,0.0
0.0,23.17132170961247,23.17132170961247,5.792830427403118,0.18873646143091616,0.3680597903777718,0.11080313969700883,0.21920366502320388,0.9738064309882937,0.8017043297599131,0.3287787115995242,0.2295016555998708,0.6358551483375784,0.22721050386841102,0.5092180995794029,3.0627518418993747,2.0703503468833766,2.949987998377197,0.0,0.0,0.0,0.0
0.0,24.777456108361875,24.777456108361875,6.194364027090469,0.16834574602411345,0.7785631370423757,0.06054731378576361,0.9849027013658594,0.7335861637844207,0.9227772806983938,0.8208082544332066,0.5153289088392055,0.07016347850701832,0.011905956041873944,0.35610069718704274,3.1592489584579777,2.2621832839299336,3.2927589968666773,0.0,0.0,0.0,0.0
