t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1.0,35.28597299221717,282.28778393773734,35.28597299221717,0.20229004271454387,0.74621056344175,0.0981764232950807,0.18486619423417372,0.5479669428278144,0.22663864813145118,0.636772492703579,0.7567248956123633,0.36910763522709744,0.8969350577672912,0.4346355439577133,0.9568020310945257,0.5112738114896186,0.4865934880161187,0.7249618614816787,0.43252085666959095,0.7605740544515427,0.6936933823304234,0.3541307694033783,0.626591216705851,7.443605238391424,7.512829409793168,6.150004952093779,8.338751875896396,7.402247880303699,7.472796634724906,6.05743624690035,6.3071187568722955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,31.35628596159524,250.85028769276192,31.35628596159524,0.5544593180117158,0.5549450422451708,0.6439184574515209,0.06486376725422649,0.5472795565987076,0.7527969270666988,0.041412278873033226,0.40862042764728235,0.10344207865033062,0.6135109707648329,0.7962129712646802,0.825517746352911,0.608416393389123,0.2701032735005524,0.23592310478465595,0.72271745288789,0.7692193514812533,0.7669887077655142,0.6565289466535859,0.35427726739876053,7.45575037960156,5.7332906087142534,5.658771863246265,7.012255414252874,6.5158681951172,7.1448945686914,5.810176316475514,4.950678000213808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,200.86082491747055,200.86082491747055,25.10760311468382,0.734342289206704,0.08529770743473963,0.10405407550521706,0.2703699670003906,0.8911620735626163,0.9429739519601731,0.9965420771107907,0.42320041543467024,0.7574680059117056,0.7929583207799178,0.31103712836200825,0.1882385490410573,0.9667128194520445,0.5992259199961996,0.43725798814554184,0.37772029858882583,0.027043442617017854,0.011770566709092378,0.8734659115949843,0.05321330316504547,5.921410443195892,4.716577479096621,5.452144862426322,5.969070511175443,5.2885932127297846,6.597278741049924,3.0245130355303846,4.029887246647675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,30.636663495968936,245.09330796775149,30.636663495968936,0.354167009596591,0.5839224070286637,0.5011534904409116,0.9087339107774725,0.3058469137637906,0.44837250507387294,0.36792103140338095,0.8662115942859793,0.5600972373602618,0.8832944706052134,0.4960971680265269,0.09970355338359282,0.8000527914551752,0.8667695152384477,0.37243675414871147,0.7577825254461961,0.5344180965695883,0.6946673862796413,0.2612177581045364,0.21816888343460028,6.299455409970983,5.7749639781911375,5.174585991548049,7.572415953657358,5.715752788109861,6.587179412783352,6.029337968029022,5.876796062068421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,197.6690816712669,197.6690816712669,24.708635208908362,0.5695534144575783,0.2886458972794611,0.25651393214749485,0.3541911327778101,0.7326827972499402,0.14363168647105806,0.09766275341631359,0.9512912090638808,0.2524381577005689,0.3163990542787012,0.9727154481177027,0.31081068571375237,0.5595076865084987,0.6988631333065352,0.17496546251362532,0.43576805924206885,0.46756828898927394,0.33270343386664225,0.004747703126738667,0.5969391603234003,5.054627016815534,4.666047046411129,3.528833586000914,6.709432790499303,4.703952566744683,5.230663291599186,4.812381925180456,4.694625715967694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,31.096912132572967,248.77529706058374,31.096912132572967,0.3231457710636986,0.4784075065783473,0.49601967769893074,0.3373109308638619,0.5713026493765607,0.6512324181716095,0.7664028490039908,0.8401096117570421,0.5574266414882137,0.911751626308641,0.8104869807619408,0.41042597087627386,0.5169235518613792,0.05310542372567739,0.20391696605313714,0.6100568388780933,0.5525984129551912,0.5552551622738053,0.7267891983571725,0.23351554833955734,7.884819225298669,5.792452977071065,5.378000161873298,6.9117772356163485,6.019665692389514,7.103138738035533,5.303585301955669,5.090501725219742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,30.183382641021087,241.4670611281687,30.183382641021087,0.6420867820678987,0.5049559014800251,0.6369910334510336,0.6450945646249313,0.1705161203529998,0.1340972450619623,0.9619012931759441,0.6157212800068541,0.5504057375389565,0.5033577496649561,0.6393312503386847,0.17106489011614767,0.7520733494888503,0.4340779762859367,0.7296954012354632,0.8885143737935097,0.06785159670227636,0.2772535344314151,0.17193225040843152,0.8195814590000207,5.1064974855332075,6.045543237369851,4.29319134433594,8.054514825661984,6.237329111167031,7.137214662616086,6.046617873399925,6.184772077243285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,32.06778934994624,256.5423147995699,32.06778934994624,0.8214178591116033,0.3697525681838011,0.8547333357170669,0.8208966541811272,0.04007406456155993,0.22319304224893388,0.9544004069396275,0.8309492733349869,0.33529474575459983,0.11749260931281191,0.5595589307500499,0.8650806815460564,0.7881879097331443,0.8109579444467648,0.42833056234079203,0.19619487906450184,0.35613153215112137,0.709274954757662,0.799328075922243,0.05661519435989293,6.021431018773355,6.297633551771499,5.680662351418258,8.082147442474604,6.36149167871514,6.411173308070795,6.553597082097671,6.092736486292194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,233.27348955394274,233.27348955394274,29.159186194242842,0.3079392938852038,0.5376238510852644,0.04923401567681718,0.6224053862722315,0.8380516148291904,0.5421481993396474,0.8550634640364252,0.02362289847954946,0.6653863464435261,0.6779642825954549,0.34088591815096025,0.4012424992692939,0.6761305530985978,0.46606460845494546,0.5638347835428358,0.25046261311448204,0.5173312721092541,0.18330853395589453,0.669843146991086,0.7348113415295298,5.837548293956503,5.4788727735873035,5.723907901380129,6.5237079771557624,6.342535505613762,6.7165091010711055,4.958433503655098,5.6007967668793786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,33.12022157406596,264.96177259252767,33.12022157406596,0.66909345866561,0.3581346365847742,0.2249551822950283,0.02132399417810049,0.9764962293946661,0.6654970958140979,0.42885768426210935,0.2898388591374088,0.7976202643177732,0.5120697665001235,0.9531638837088876,0.627384969280189,0.4892569141714238,0.4003726415083684,0.5001241351716835,0.8930947680082053,0.5495819482106996,0.5661370571226059,0.5953499725057976,0.5822117052711774,7.415606870529564,5.572691134377805,5.416719754646592,8.104872925420914,6.484303686930089,8.234093650504585,5.605218470430144,6.3198730510398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
