t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,46.59116370413488,46.59116370413488,11.64779092603372,0.18949330956779376,0.1566788433404822,0.7274451223960696,0.2932159583373205,0.5012288862377657,0.39642772968175655,0.6913840578332044,0.38039210754200325,0.05690192135609773,0.25992140188133317,0.670291319480825,0.9629204180390539,3.1117447965930514,4.558855953297637,3.9892224177469857,3.045331934193127,0.0,0.0,0.0,0.0
1.0,17.250267440914385,69.00106976365754,17.250267440914385,0.8968473058531056,0.7640433914199785,0.7926780195364673,0.9105994281214227,0.5446230723772748,0.1923140872425234,0.9737602712796821,0.710581178480931,0.13771109749962063,0.636003823007389,0.5075626447918548,0.014366632984169847,4.8779550225426425,6.288412933057952,4.828388725968908,5.61920598150952,0.0,0.0,0.0,0.0
0.0,51.573504061190164,51.573504061190164,12.893376015297541,0.6477662128046444,0.1518205749913094,0.2595350475088575,0.13785219096869372,0.9548348947095308,0.16463908238646585,0.014833935444472757,0.9527390583588068,0.774305851736827,0.7851444852200269,0.5747945984689851,0.8441683799879363,4.310726525863441,6.002899265077699,3.3128285912172926,3.3460528971438173,0.0,0.0,0.0,0.0
1.0,16.08014286126477,64.32057144505907,16.08014286126477,0.9258490023807853,0.8375813647877898,0.4915110174618047,0.6485676725951854,0.9820997034923528,0.22165381722804123,0.29595413840473106,0.09037173587084268,0.9730437032536913,0.16985410686432367,0.5038225724438283,0.5056116821082078,5.338561373887067,6.15440949942978,4.152833502942436,4.846183578192139,0.0,0.0,0.0,0.0
0.0,47.86749670559478,47.86749670559478,11.966874176398695,0.8904350833935688,0.2258372130621391,0.577846925196569,0.39224378812993244,0.18687865116444413,0.058343121259477715,0.40662078769348664,0.4904310269769335,0.09508376512937677,0.8627688093643539,0.1099985361729896,0.685012670115354,3.7448807680526564,4.403653452462057,3.3955519659857574,3.5608349081424158,0.0,0.0,0.0,0.0
1.0,14.310615089850959,57.242460359403836,14.310615089850959,0.8270035614956206,0.1848839014116318,0.03841727693055841,0.5173081902531191,0.5314524638841505,0.8949810427652232,0.7247528098610451,0.8319898393470622,0.3317869723235314,0.4805912544464731,0.3668547494731421,0.8544411894295374,4.452220343105109,6.546045974690536,4.226828128981738,3.471598716195122,0.0,0.0,0.0,0.0
1.0,19.75875008498737,79.03500033994948,19.75875008498737,0.7207459832717772,0.9484303113635947,0.742566802546343,0.5582391819615881,0.6863064202140369,0.5814789514305874,0.9579426642183393,0.23798570850636036,0.4839351485423311,0.9971366179298162,0.7694481260547289,0.27681222091637936,5.629548548417862,7.218461334409539,5.748913170580685,6.178444835888518,0.0,0.0,0.0,0.0
1.0,13.741668032751347,54.96667213100539,13.741668032751347,0.5517429392778722,0.7696095679068012,0.17230947709279687,0.637482324959964,0.9764309957479229,0.31619049659965315,0.15204272438441846,0.7294609912138732,0.13615179247691223,0.7816643365244711,0.7452408211359078,0.03904094209044684,4.044165623368809,5.835057932318244,3.844770865306475,3.9462439837591443,0.0,0.0,0.0,0.0
1.0,15.51719373659348,62.06877494637392,15.51719373659348,0.15088590961855708,0.7026784108769193,0.30501059129651054,0.6792145635508449,0.7077583841825793,0.2720996159557324,0.5472095907851976,0.40166706277683506,0.8204409972881229,0.6009816770323398,0.36877481737855056,0.7752496357166894,4.98441916905125,6.026960665162369,4.5902024693968135,4.175196557827043,0.0,0.0,0.0,0.0
0.0,52.74007290272509,52.74007290272509,13.185018225681272,0.31483809384966055,0.1799870172136585,0.572882935466162,0.6853076426463812,0.032080071732903614,0.3760955036395809,0.3714829957012761,0.9671709174629332,0.2912737147899045,0.9836775812693245,0.737409638858322,0.5479990807702191,3.406646197973328,5.4873222579341645,3.7495128284395056,4.136859619794689,0.0,0.0,0.0,0.0
1.0,17.241431299506733,68.96572519802693,17.241431299506733,0.864402005999157,0.542526618386488,0.5376141662690905,0.3481461535606726,0.6819617214371869,0.33402698094701255,0.8364054353946572,0.37838471159105336,0.9873634061563074,0.9845583648898434,0.3232349625663147,0.21218346025185342,5.457547166076165,6.493193821180546,4.477422901136804,5.424251113222531,0.0,0.0,0.0,0.0
0.0,39.69105327208122,39.69105327208122,9.922763318020305,0.7587407937727488,0.22575949219415947,0.6635078245642149,0.20495358413009324,0.41827230194563225,0.622618849166272,0.3997482863131949,0.5851495036365226,0.134845953822067,0.31977050657880224,0.14689968855552826,0.20398163292093008,2.666072551677628,4.020740593035951,3.058612477813299,2.854226129930809,0.0,0.0,0.0,0.0
1.0,14.754456012626813,59.01782405050725,14.754456012626813,0.37948853938742344,0.7446231014656917,0.38107836065796996,0.3362848163091988,0.7856692458317542,0.4515798844255894,0.11533419766533493,0.8881191530058448,0.4805666944100322,0.8918558372609029,0.8544275373631611,0.4889022918579714,4.22272472418831,6.4168512989829045,4.195327735474414,4.183659084519715,0.0,0.0,0.0,0.0
0.0,53.81532338924403,53.81532338924403,13.453830847311007,0.4957508513942942,0.36136416397503757,0.7835108362382016,0.9024879599705925,0.9872421275634359,0.08751633275437165,0.4241575050514642,0.10841959562865133,0.09609005532438408,0.17275679320730541,0.5162550170117586,0.5895620680320128,4.029411524518526,4.741602469913308,4.308597786792422,3.752373182173038,0.0,0.0,0.0,0.0
1.0,14.029331474944343,56.11732589977737,14.029331474944343,0.337566137878034,0.4869403895580525,0.49224489272794025,0.5382945358628317,0.38532516472572886,0.9540912508669777,0.7230887991443653,0.827211889063907,0.6186167392584169,0.07439953421122958,0.7304991213566536,0.516491778403378,3.6807230790420373,6.192525340329576,4.1708763455005045,4.001650149997523,0.0,0.0,0.0,0.0
0.0,49.88713506847815,49.88713506847815,12.471783767119538,0.013543393115519886,0.8154476404241279,0.7087225337232294,0.5860324064790241,0.9109683889850427,0.03381137722378491,0.2606366974905604,0.9798383882304013,0.21502817351861891,0.19892570315596791,0.6387714368847098,0.419196635429119,3.4197790385979805,5.072200240936876,3.9337413829108567,3.4371079847917585,0.0,0.0,0.0,0.0
